ID;Ganancia;Online;CategoriaEdad;CategoriaIngresos;Permanencia;Municipio
16579;-54;0;5;7;21.41;Salsipuedes
16580;252;0;6;6;1.66;Losmochis
16581;202;0;;;19.08;Salsipuedes
16582;-58;0;6;1;1.66;Salsipuedes
16583;38;0;6;7;19.75;Salsipuedes
16584;-42;0;;;6.58;Salsipuedes
16585;540;0;7;1;17.08;Salsipuedes
16586;244;0;4;6;4;Salsipuedes
16587;290;0;5;1;16.66;Salsipuedes
16588;-11;0;;;24.08;Salsipuedes
16589;32;0;4;3;2.91;Macumba
16590;232;0;3;8;8.08;Salsipuedes
16591;3;0;5;6;15.75;Losmochis
16592;-3;0;;;6.66;Salsipuedes
16593;-85;1;2;7;5.91;Salsipuedes
16594;42;0;5;1;2.08;Salsipuedes
16595;-3;0;;;4.83;Salsipuedes
16596;-27;0;;;1.41;Salsipuedes
16597;606;0;5;9;29.75;Salsipuedes
16598;-79;0;;;8.75;Macumba
16599;-56;0;;;0.66;Salsipuedes
16600;81;1;2;9;5.75;Salsipuedes
16601;-24;0;3;4;12.91;Salsipuedes
16602;-130;1;2;6;5.66;Salsipuedes
16603;-62;1;3;9;13.83;Salsipuedes
16604;27;0;4;8;4.41;Salsipuedes
16605;130;0;7;7;14.91;Salsipuedes
16606;-29;0;4;8;16.08;Salsipuedes
16607;79;0;3;4;7.41;Macumba
16608;-67;0;7;7;5.83;Salsipuedes
16609;483;0;;7;7;Salsipuedes
16610;-56;0;5;4;5.33;Losmochis
16611;12;0;4;5;13.08;Salsipuedes
16612;329;0;4;9;7.08;Salsipuedes
16613;1135;1;6;7;14.08;Salsipuedes
16614;-32;0;3;4;6.5;Salsipuedes
16615;-67;0;6;;6.08;Salsipuedes
16616;-3;0;;;0.58;Salsipuedes
16617;88;0;6;5;5.25;Salsipuedes
16618;14;0;;;0.25;Salsipuedes
16619;11;0;;;15;Salsipuedes
16620;-76;0;5;3;4.75;Salsipuedes
16621;1588;1;3;9;17.16;Salsipuedes
16622;22;0;3;3;8.16;Salsipuedes
16623;67;0;1;6;6;Losmochis
16624;213;0;5;6;14.25;Macumba
16625;-61;0;;;3.83;Salsipuedes
16626;76;0;2;8;3.5;Salsipuedes
16627;-25;0;3;2;9.41;Salsipuedes
16628;-13;0;2;1;8.33;Salsipuedes
16629;179;0;7;8;9.66;Salsipuedes
16630;209;0;2;4;7.5;Salsipuedes
16631;-32;0;;;5;Losmochis
16632;-15;0;7;5;9.83;Salsipuedes
16633;1209;0;5;9;17.33;Salsipuedes
16634;531;0;4;7;15.75;Salsipuedes
16635;-149;0;3;6;7.91;Salsipuedes
16636;-142;0;7;3;15.33;Salsipuedes
16637;468;0;6;4;20.91;Salsipuedes
16638;29;0;;;2.75;Salsipuedes
16639;13;0;5;7;1.41;Salsipuedes
16640;-7;0;4;2;12;Macumba
16641;127;0;;;28.91;Salsipuedes
16642;-28;0;3;9;2.58;Salsipuedes
16643;-59;0;7;4;33.33;Macumba
16644;-46;0;4;9;4.41;Salsipuedes
16645;61;1;4;9;14.41;Salsipuedes
16646;-12;0;;;6.5;Salsipuedes
16647;104;0;3;6;11.66;Losmochis
16648;70;0;7;9;30.58;Macumba
16649;-2;0;;;6.91;Salsipuedes
16650;47;0;4;3;12.25;Salsipuedes
16651;-28;0;2;4;5.91;Salsipuedes
16652;45;0;3;6;7.91;Salsipuedes
16653;17;0;;;0.58;Macumba
16654;24;0;2;9;7.91;Salsipuedes
16655;24;0;5;6;15.33;Salsipuedes
16656;99;1;2;2;4.41;Salsipuedes
16657;-80;0;5;7;22.91;Salsipuedes
16658;76;0;4;8;17.08;Salsipuedes
16659;2;0;3;7;8.08;Salsipuedes
16660;30;0;6;5;31.91;Salsipuedes
16661;81;0;5;5;2.25;Salsipuedes
16662;-50;0;4;6;5.58;Salsipuedes
16663;-16;0;4;3;16.25;Salsipuedes
16664;-9;0;;;2.83;Macumba
16665;15;0;;;7.58;Salsipuedes
16666;17;0;6;4;25.83;Salsipuedes
16667;1;0;;;0.75;Salsipuedes
16668;119;0;5;1;31.75;Salsipuedes
16669;14;0;;;2.08;Losmochis
16670;420;1;2;6;4.91;Salsipuedes
16671;34;0;4;6;28.41;Salsipuedes
16672;50;0;7;3;31.75;Salsipuedes
16673;-1;0;4;1;20;Losmochis
16674;-6;0;5;6;26.33;Macumba
16675;57;0;5;6;3.58;Salsipuedes
16676;13;0;4;;4.91;Salsipuedes
16677;-27;0;;;2.08;Losmochis
16678;-44;0;;;4.41;Salsipuedes
16679;-86;0;;;4.5;Salsipuedes
16680;49;0;3;6;21.66;Salsipuedes
16681;148;0;;;16;Salsipuedes
16682;30;0;5;6;31.33;Salsipuedes
16683;106;0;7;9;1.75;Salsipuedes
16684;127;0;;;0.66;Losmochis
16685;15;0;1;1;1.91;Salsipuedes
16686;34;0;3;;9.91;Salsipuedes
16687;-88;0;4;5;6.25;Salsipuedes
16688;-37;0;3;2;14.66;Salsipuedes
16689;373;0;3;8;15.41;Salsipuedes
16690;89;0;3;6;7;Salsipuedes
16691;134;0;2;8;0.66;Salsipuedes
16692;-29;0;;;2.66;Salsipuedes
16693;-40;1;;;4;Salsipuedes
16694;-147;0;7;3;6.5;Salsipuedes
16695;151;0;7;6;29.58;Salsipuedes
16696;463;0;3;6;1.25;Salsipuedes
16697;-36;0;2;1;8.5;Macumba
16698;-144;1;3;5;10.08;Losmochis
16699;-32;0;;;10.75;Salsipuedes
16700;285;0;4;9;14.66;Macumba
16701;-16;1;1;1;7.66;Salsipuedes
16702;149;0;4;6;21.58;Salsipuedes
16703;457;0;3;7;7.66;Salsipuedes
16704;-118;1;;;2.91;Salsipuedes
16705;-103;0;7;5;28.58;Salsipuedes
16706;-59;0;7;9;23.33;Salsipuedes
16707;48;0;3;9;3.33;Salsipuedes
16708;63;0;;;27.41;Macumba
16709;0;0;;;0.5;Salsipuedes
16710;83;0;;;12.91;Salsipuedes
16711;401;0;7;4;9.58;Losmochis
16712;-23;1;;;5.66;Salsipuedes
16713;281;0;4;4;5.75;Salsipuedes
16714;0;1;3;6;14.91;Salsipuedes
16715;283;0;;;6.5;Salsipuedes
16716;43;1;3;1;9.83;Salsipuedes
16717;753;0;5;9;37.66;Salsipuedes
16718;-28;1;;;0.91;Salsipuedes
16719;454;0;7;6;7.91;Salsipuedes
16720;313;0;5;3;7.16;Losmochis
16721;75;0;5;5;20.16;Losmochis
16722;-13;0;7;8;4.58;Salsipuedes
16723;95;0;2;7;4.41;Salsipuedes
16724;306;0;5;7;8.08;Salsipuedes
16725;65;0;5;6;17.25;Salsipuedes
16726;-21;0;2;3;6.91;Salsipuedes
16727;-26;0;;;0.58;Salsipuedes
16728;5;0;3;3;1.25;Salsipuedes
16729;18;0;4;6;10.91;Salsipuedes
16730;246;0;3;5;1.75;Losmochis
16731;-16;0;3;7;4.5;Salsipuedes
16732;155;1;4;4;7.5;Salsipuedes
16733;751;1;4;9;7.16;Salsipuedes
16734;-15;0;2;7;6;Salsipuedes
16735;59;0;5;3;36.66;Salsipuedes
16736;1783;0;;;25.75;Salsipuedes
16737;-8;0;6;4;13.33;Salsipuedes
16738;136;0;4;7;10.66;Macumba
16739;-130;0;5;4;4.5;Salsipuedes
16740;224;0;;;3.91;Salsipuedes
16741;-37;0;;;0.33;Salsipuedes
16742;77;0;2;8;2.33;Salsipuedes
16743;-85;0;3;8;6.91;Salsipuedes
16744;726;0;7;6;4.58;Salsipuedes
16745;-84;0;3;7;7.58;Salsipuedes
16746;-3;0;2;6;3.75;Macumba
16747;-21;0;;;28.16;Losmochis
16748;1188;0;7;6;18.83;Salsipuedes
16749;-3;0;;;7;Salsipuedes
16750;-108;1;3;8;8.33;Macumba
16751;-16;0;7;3;7.58;Salsipuedes
16752;862;0;5;7;6.5;Salsipuedes
16753;148;0;4;9;2.5;Salsipuedes
16754;-97;0;3;5;5.75;Salsipuedes
16755;-28;1;;;5.66;Salsipuedes
16756;244;0;;;1.41;Salsipuedes
16757;-59;0;;;20;Macumba
16758;-108;1;4;5;3.91;Losmochis
16759;-54;0;7;1;13.41;Salsipuedes
16760;138;0;;6;10.58;Salsipuedes
16761;563;0;3;3;9.08;Salsipuedes
16762;4;0;4;6;21.33;Losmochis
16763;390;0;5;3;29.16;Salsipuedes
16764;2;0;;;2;Salsipuedes
16765;350;0;;;0.5;Salsipuedes
16766;-35;0;;7;6;Salsipuedes
16767;487;0;4;8;4.08;Macumba
16768;-9;0;3;4;7.08;Salsipuedes
16769;168;0;;;5.75;Macumba
16770;-58;0;4;7;2.16;Salsipuedes
16771;-93;0;;;11.75;Salsipuedes
16772;-34;0;4;6;5.41;Salsipuedes
16773;-93;0;1;3;1.41;Losmochis
16774;-219;0;;;6.41;Salsipuedes
16775;-31;0;;;1.91;Salsipuedes
16776;-165;0;7;2;9.33;Macumba
16777;881;0;7;4;33.91;Salsipuedes
16778;-63;0;6;2;2;Salsipuedes
16779;151;0;3;7;6.08;Salsipuedes
16780;1824;0;4;7;5.33;Salsipuedes
16781;170;1;3;7;2.5;Salsipuedes
16782;-2;0;5;7;7.83;Macumba
16783;53;0;4;4;27.66;Salsipuedes
16784;857;0;7;1;19.16;Salsipuedes
16785;-8;0;7;2;4.91;Salsipuedes
16786;274;0;7;6;22.83;Salsipuedes
16787;349;0;4;4;18.58;Macumba
16788;8;0;3;;10.66;Salsipuedes
16789;117;0;6;6;0.91;Salsipuedes
16790;278;0;4;9;23.5;Salsipuedes
16791;-154;0;6;6;31.66;Salsipuedes
16792;22;0;;;12.16;Salsipuedes
16793;-26;0;3;9;1.5;Salsipuedes
16794;-25;0;;;0.91;Macumba
16795;299;0;;;4.83;Macumba
16796;-27;0;;;3.91;Salsipuedes
16797;134;0;4;4;5.83;Salsipuedes
16798;-72;0;4;5;12.58;Salsipuedes
16799;470;0;4;9;12.25;Salsipuedes
16800;-20;0;4;6;17.83;Salsipuedes
16801;100;0;;;1.91;Salsipuedes
16802;68;1;4;7;24.08;Salsipuedes
16803;-98;0;7;1;33.66;Macumba
16804;119;0;4;6;5.83;Losmochis
16805;-1;0;2;6;1.5;Salsipuedes
16806;158;0;5;9;27.5;Salsipuedes
16807;-12;0;4;3;4.66;Salsipuedes
16808;-133;0;;;4.75;Salsipuedes
16809;-61;0;3;9;5;Salsipuedes
16810;59;0;5;6;7.25;Salsipuedes
16811;-65;0;;;1.41;Salsipuedes
16812;245;0;7;6;6.66;Macumba
16813;-73;0;6;1;8.75;Salsipuedes
16814;39;1;7;7;18.25;Salsipuedes
16815;21;0;;;2.08;Salsipuedes
16816;-65;0;3;7;9.08;Salsipuedes
16817;10;0;4;7;7.5;Salsipuedes
16818;10;0;4;1;0.58;Salsipuedes
16819;11;0;7;2;0.83;Salsipuedes
16820;-3;0;2;3;6.41;Salsipuedes
16821;-18;0;5;1;14.5;Salsipuedes
16822;-121;0;3;6;8.66;Losmochis
16823;327;0;5;6;22.33;Salsipuedes
16824;-51;0;;;5.66;Salsipuedes
16825;-28;0;3;3;7.33;Salsipuedes
16826;37;1;7;3;2.25;Salsipuedes
16827;-86;0;6;5;12.66;Salsipuedes
16828;313;0;;;0.75;Salsipuedes
16829;291;0;7;5;10.41;Losmochis
16830;378;0;7;4;9.83;Losmochis
16831;573;0;4;6;15;Macumba
16832;140;0;5;9;15.66;Salsipuedes
16833;66;0;4;8;22.41;Salsipuedes
16834;202;0;4;6;21.5;Salsipuedes
16835;309;0;2;5;7.08;Salsipuedes
16836;10;0;3;8;14.33;Salsipuedes
16837;-31;0;;;28.58;Macumba
16838;-55;0;;2;0.25;Salsipuedes
16839;-81;1;4;1;1.58;Macumba
16840;-54;0;;;30.83;Losmochis
16841;119;0;5;5;20.83;Losmochis
16842;0;0;5;2;29.91;Macumba
16843;22;0;5;4;8.25;Salsipuedes
16844;79;0;7;3;15.91;Salsipuedes
16845;-83;0;;;6.33;Salsipuedes
16846;278;0;2;7;6.58;Salsipuedes
16847;-21;0;4;3;6.5;Macumba
16848;112;1;3;3;7.16;Salsipuedes
16849;30;0;;;15.91;Macumba
16850;161;0;4;9;28.25;Salsipuedes
16851;-1;0;4;6;9.33;Macumba
16852;38;0;4;9;2.16;Salsipuedes
16853;-6;0;;;1.75;Salsipuedes
16854;440;1;4;9;13.33;Salsipuedes
16855;-24;0;1;1;5.33;Macumba
16856;397;0;5;9;2.58;Macumba
16857;17;0;3;6;6.58;Salsipuedes
16858;10;0;2;2;0.16;Salsipuedes
16859;-55;0;4;7;11.66;Salsipuedes
16860;-32;0;4;5;20.16;Salsipuedes
16861;379;0;6;3;28.66;Losmochis
16862;207;0;7;1;11;Salsipuedes
16863;-6;0;3;7;11.16;Macumba
16864;-1;0;;;3.33;Salsipuedes
16865;77;0;7;6;4.75;Salsipuedes
16866;-45;0;;;2.75;Salsipuedes
16867;8;0;4;6;10.58;Salsipuedes
16868;34;0;4;4;1.58;Salsipuedes
16869;22;0;;;0.25;Salsipuedes
16870;-49;1;2;4;8.08;Salsipuedes
16871;131;1;;;15.83;Salsipuedes
16872;1;0;5;7;20.41;Salsipuedes
16873;141;0;3;6;7.66;Salsipuedes
16874;0;0;2;8;19.83;Salsipuedes
16875;72;0;7;6;5;Salsipuedes
16876;-68;0;6;;18.75;Salsipuedes
16877;-11;0;;;2.16;Salsipuedes
16878;40;0;7;6;19.91;Macumba
16879;193;0;3;9;2.91;Salsipuedes
16880;-3;0;;;7;Salsipuedes
16881;61;0;2;7;7.41;Salsipuedes
16882;485;0;5;7;13.25;Salsipuedes
16883;-29;0;1;7;4;Salsipuedes
16884;731;0;7;5;31.83;Salsipuedes
16885;-3;0;2;6;5.58;Losmochis
16886;-8;0;2;3;3.75;Salsipuedes
16887;5;0;4;6;4.83;Salsipuedes
16888;-17;0;;;2.5;Salsipuedes
16889;5;0;2;3;10.58;Losmochis
16890;-12;0;;;6.58;Salsipuedes
16891;441;0;3;6;16.16;Salsipuedes
16892;-85;0;;;6.5;Losmochis
16893;1175;0;3;9;5.58;Salsipuedes
16894;19;1;3;6;6.58;Salsipuedes
16895;-71;0;3;3;2.75;Salsipuedes
16896;72;0;5;6;2.83;Losmochis
16897;10;0;;1;3.08;Losmochis
16898;-145;0;6;3;36.08;Losmochis
16899;-183;0;;;9;Salsipuedes
16900;284;0;3;6;7.91;Losmochis
16901;207;0;5;6;10.5;Salsipuedes
16902;-66;0;;;6.91;Salsipuedes
16903;580;1;;;4.16;Salsipuedes
16904;26;0;5;3;3.58;Salsipuedes
16905;-2;0;;;7.41;Salsipuedes
16906;-58;0;3;9;8.66;Salsipuedes
16907;-31;0;4;7;6.66;Salsipuedes
16908;10;0;;;3.41;Salsipuedes
16909;116;0;;6;2.91;Salsipuedes
16910;-29;1;2;6;4.5;Salsipuedes
16911;-74;0;;;0.66;Salsipuedes
16912;407;0;;;11.33;Salsipuedes
16913;-4;0;4;8;1.66;Salsipuedes
16914;-132;0;;;5.91;Salsipuedes
16915;-83;0;;;10.25;Salsipuedes
16916;710;1;3;7;8.83;Salsipuedes
16917;-34;0;3;1;11.25;Salsipuedes
16918;-15;0;;;6.83;Salsipuedes
16919;143;1;4;8;19.08;Salsipuedes
16920;139;1;2;7;1.58;Salsipuedes
16921;40;0;2;4;9.08;Salsipuedes
16922;-40;0;;;13.25;Salsipuedes
16923;383;0;5;8;5.08;Salsipuedes
16924;4;0;;7;3.5;Salsipuedes
16925;321;0;5;9;12.41;Salsipuedes
16926;71;0;4;1;21.25;Macumba
16927;-16;0;3;1;4.75;Salsipuedes
16928;34;0;4;6;16.08;Salsipuedes
16929;558;0;5;6;32.66;Salsipuedes
16930;296;0;7;3;12.83;Macumba
16931;-25;0;2;2;5.08;Salsipuedes
16932;205;0;5;4;22.08;Salsipuedes
16933;-40;0;;;3.16;Losmochis
16934;74;0;3;9;9.75;Salsipuedes
16935;-22;0;7;9;29;Salsipuedes
16936;-132;0;6;6;10.66;Salsipuedes
16937;55;0;3;4;19.08;Losmochis
16938;-21;0;;;2.33;Salsipuedes
16939;22;1;3;9;10.16;Salsipuedes
16940;-190;0;6;4;1.83;Salsipuedes
16941;16;0;3;5;5.91;Salsipuedes
16942;-80;0;;;0.91;Salsipuedes
16943;48;0;6;3;22.25;Macumba
16944;-15;0;4;7;0.83;Salsipuedes
16945;80;0;3;7;5.16;Salsipuedes
16946;559;1;3;9;4.25;Salsipuedes
16947;-156;0;7;3;22.08;Salsipuedes
16948;568;1;3;3;18.83;Salsipuedes
16949;-107;0;;;4.75;Salsipuedes
16950;-219;1;2;6;5;Salsipuedes
16951;-29;0;3;2;4.33;Salsipuedes
16952;-110;0;;;10.5;Salsipuedes
16953;-29;0;6;6;5.25;Salsipuedes
16954;-4;0;;;0.16;Salsipuedes
16955;-51;0;;;5.16;Salsipuedes
16956;-21;0;;;1.25;Salsipuedes
16957;32;1;3;7;6.83;Salsipuedes
16958;-66;0;3;7;13.33;Macumba
16959;25;0;;;37.25;Salsipuedes
16960;170;0;3;3;6.58;Macumba
16961;-71;0;;;1.16;Salsipuedes
16962;208;0;3;6;2.66;Salsipuedes
16963;-20;0;6;3;4.5;Salsipuedes
16964;-84;0;4;1;6.5;Losmochis
16965;-38;0;4;8;2.5;Salsipuedes
16966;588;0;3;9;18.58;Salsipuedes
16967;397;1;2;3;11.16;Salsipuedes
16968;-98;0;3;3;4;Salsipuedes
16969;64;0;;;24.5;Losmochis
16970;-35;0;4;6;5.58;Macumba
16971;-39;1;;;1.41;Salsipuedes
16972;23;0;3;;3.16;Salsipuedes
16973;93;0;4;5;5.66;Macumba
16974;10;0;4;6;3.33;Salsipuedes
16975;-20;1;;;10.33;Salsipuedes
16976;-29;1;;;8.08;Salsipuedes
16977;-150;1;4;4;13.91;Losmochis
16978;-12;0;5;7;14.58;Salsipuedes
16979;94;1;3;6;0.5;Salsipuedes
16980;-88;1;3;7;5.5;Macumba
16981;91;0;3;6;12.58;Salsipuedes
16982;300;0;3;7;13.41;Salsipuedes
16983;13;0;5;3;23.83;Salsipuedes
16984;221;0;6;2;22.08;Salsipuedes
16985;114;0;4;6;17.75;Salsipuedes
16986;772;0;5;3;8;Salsipuedes
16987;-42;0;5;;3.75;Salsipuedes
16988;57;1;5;6;13.33;Salsipuedes
16989;-72;0;3;8;1.16;Salsipuedes
16990;99;0;4;9;15.25;Salsipuedes
16991;92;0;3;5;4.25;Salsipuedes
16992;-15;0;6;2;22.83;Salsipuedes
16993;-65;0;3;8;7.41;Salsipuedes
16994;191;0;6;7;11;Salsipuedes
16995;248;0;7;4;2.16;Losmochis
16996;-80;0;;;4.75;Salsipuedes
16997;486;0;4;7;13.33;Salsipuedes
16998;-100;0;4;3;29.25;Salsipuedes
16999;68;0;5;3;4.91;Salsipuedes
17000;257;0;2;9;11.08;Salsipuedes
17001;322;0;3;5;13.08;Macumba
17002;56;0;6;7;16.33;Salsipuedes
17003;0;0;;4;5.5;Losmochis
17004;158;0;;;6.5;Salsipuedes
17005;13;0;;;0.41;Macumba
17006;14;0;;;1.91;Salsipuedes
17007;146;0;3;4;6.41;Salsipuedes
17008;-20;0;;;7.33;Salsipuedes
17009;353;0;2;6;6.91;Salsipuedes
17010;-135;1;2;3;6.33;Salsipuedes
17011;12;0;;;0.5;Losmochis
17012;-212;0;3;5;7.75;Salsipuedes
17013;-201;1;3;4;5.66;Salsipuedes
17014;10;0;;;3.91;Macumba
17015;-8;0;7;2;2.5;Losmochis
17016;-3;0;3;6;2.66;Salsipuedes
17017;-6;0;3;9;3.16;Salsipuedes
17018;201;0;3;5;17.66;Salsipuedes
17019;110;0;3;7;5.75;Salsipuedes
17020;-67;0;5;9;1.08;Salsipuedes
17021;137;0;2;5;5.5;Salsipuedes
17022;654;0;7;5;21.5;Salsipuedes
17023;4;0;5;7;6.58;Macumba
17024;171;0;4;9;14.5;Salsipuedes
17025;418;0;6;7;17.83;Salsipuedes
17026;143;0;7;4;32.41;Salsipuedes
17027;445;0;;;6.66;Salsipuedes
17028;-3;1;2;3;0.16;Salsipuedes
17029;502;0;7;1;38.83;Salsipuedes
17030;-69;0;;;3.75;Losmochis
17031;178;0;2;3;0.66;Salsipuedes
17032;-1;0;3;7;5.33;Salsipuedes
17033;-61;0;3;3;5.41;Salsipuedes
17034;158;0;;;0.66;Salsipuedes
17035;122;0;5;9;16.58;Salsipuedes
17036;-25;0;;;2.75;Salsipuedes
17037;-21;0;5;3;7.16;Losmochis
17038;31;0;5;1;2.41;Salsipuedes
17039;13;0;;;1.33;Salsipuedes
17040;-60;0;;;12.25;Salsipuedes
17041;-51;0;5;6;8.5;Salsipuedes
17042;-33;0;2;6;3;Salsipuedes
17043;-46;0;2;7;11.83;Salsipuedes
17044;-3;0;;;9.16;Salsipuedes
17045;19;1;3;9;5.25;Salsipuedes
17046;365;0;3;9;10.66;Salsipuedes
17047;-114;0;5;5;17.08;Losmochis
17048;28;0;5;6;6.5;Salsipuedes
17049;-33;0;3;6;2.25;Salsipuedes
17050;21;0;5;8;4.91;Losmochis
17051;50;0;6;4;3.08;Losmochis
17052;118;0;6;7;27.66;Salsipuedes
17053;90;0;2;8;1.41;Salsipuedes
17054;-29;0;2;6;5.91;Salsipuedes
17055;1;0;2;1;4.75;Salsipuedes
17056;821;0;4;6;25.25;Salsipuedes
17057;531;0;5;7;8.25;Salsipuedes
17058;65;0;;;1.91;Salsipuedes
17059;-71;0;4;7;25.75;Salsipuedes
17060;13;0;2;3;4.16;Salsipuedes
17061;-4;0;;;1.75;Salsipuedes
17062;77;0;3;7;12.83;Salsipuedes
17063;59;0;;;0.58;Macumba
17064;153;0;3;7;16.58;Salsipuedes
17065;183;0;4;9;15.83;Salsipuedes
17066;558;0;7;4;7.33;Salsipuedes
17067;210;0;5;5;27.5;Salsipuedes
17068;25;0;4;3;5.41;Salsipuedes
17069;101;0;6;3;6.58;Salsipuedes
17070;-29;0;4;6;12.33;Losmochis
17071;-77;0;3;6;7.58;Salsipuedes
17072;189;0;5;7;38.41;Salsipuedes
17073;16;0;6;7;12.75;Salsipuedes
17074;23;0;6;2;18.25;Salsipuedes
17075;3;0;4;2;1.41;Macumba
17076;-28;0;;;1.5;Salsipuedes
17077;38;0;5;3;0.16;Salsipuedes
17078;27;0;4;4;8.91;Salsipuedes
17079;101;0;2;6;9.75;Salsipuedes
17080;34;0;5;8;1.41;Salsipuedes
17081;-10;0;5;6;5.25;Losmochis
17082;253;0;3;9;2.33;Salsipuedes
17083;-33;0;;;3.33;Losmochis
17084;-76;0;5;3;8.33;Salsipuedes
17085;-32;0;;;2.66;Salsipuedes
17086;662;0;;;0.25;Salsipuedes
17087;-125;0;2;3;4.08;Salsipuedes
17088;27;0;5;3;13.58;Salsipuedes
17089;-82;0;;;4.58;Macumba
17090;1123;0;6;3;7.33;Salsipuedes
17091;70;1;;;5.41;Salsipuedes
17092;554;0;3;6;5.33;Losmochis
17093;29;1;4;6;4.91;Salsipuedes
17094;5;0;;;1;Salsipuedes
17095;-13;0;7;1;6.08;Salsipuedes
17096;8;0;;;0.33;Salsipuedes
17097;-83;1;5;8;19.33;Salsipuedes
17098;-26;0;;;1.08;Losmochis
17099;289;0;5;9;3.25;Salsipuedes
17100;254;0;;;26.41;Salsipuedes
17101;114;1;3;8;6.66;Salsipuedes
17102;24;0;5;4;3.75;Salsipuedes
17103;-9;0;;;1.08;Salsipuedes
17104;36;0;5;7;8.66;Salsipuedes
17105;21;0;3;5;1.5;Salsipuedes
17106;10;0;4;7;10.08;Salsipuedes
17107;318;0;3;8;2.41;Salsipuedes
17108;1317;0;3;7;10.58;Salsipuedes
17109;-40;0;;;3.5;Salsipuedes
17110;-163;0;5;4;12.25;Salsipuedes
17111;-34;0;5;5;5.75;Salsipuedes
17112;-32;0;;;5.16;Macumba
17113;-84;0;4;6;30.16;Macumba
17114;84;0;6;6;33.58;Salsipuedes
17115;-57;0;;;0.66;Salsipuedes
17116;13;0;4;9;4.25;Salsipuedes
17117;96;0;4;6;14.08;Salsipuedes
17118;-9;0;4;2;18.75;Macumba
17119;-30;0;4;7;4;Salsipuedes
17120;142;0;5;7;23.5;Salsipuedes
17121;-7;1;;;15.08;Salsipuedes
17122;137;1;2;6;8.5;Salsipuedes
17123;10;0;;1;0.25;Macumba
17124;-29;0;5;9;8.41;Salsipuedes
17125;-112;1;;;2.5;Salsipuedes
17126;-63;1;;7;28.08;Salsipuedes
17127;-102;0;2;5;10.66;Losmochis
17128;-17;0;;;17.91;Salsipuedes
17129;106;0;2;6;2.41;Salsipuedes
17130;-114;1;1;3;5.5;Salsipuedes
17131;113;0;7;7;18.16;Losmochis
17132;-19;0;;3;4.66;Salsipuedes
17133;389;0;3;1;0.5;Salsipuedes
17134;41;1;4;5;4.66;Macumba
17135;-14;1;;;5;Salsipuedes
17136;-18;1;4;7;2.5;Salsipuedes
17137;511;0;6;9;17.16;Salsipuedes
17138;43;0;5;3;4.16;Salsipuedes
17139;1;1;;;2.91;Salsipuedes
17140;-17;0;;1;3.33;Salsipuedes
17141;-25;0;2;4;3.41;Macumba
17142;-32;1;3;6;4.66;Salsipuedes
17143;24;1;5;7;10.5;Salsipuedes
17144;-9;0;2;1;3.08;Salsipuedes
17145;1115;0;6;6;31;Salsipuedes
17146;-50;0;6;7;4.33;Salsipuedes
17147;399;0;3;5;9.08;Salsipuedes
17148;-79;0;2;6;3.75;Macumba
17149;603;0;3;5;6.08;Salsipuedes
17150;-55;0;6;1;23.83;Macumba
17151;25;0;;;4;Macumba
17152;-59;0;7;1;7.08;Losmochis
17153;5;0;5;4;24.58;Macumba
17154;-57;0;5;6;11.83;Salsipuedes
17155;105;0;5;7;29;Salsipuedes
17156;-1;0;2;1;7.16;Salsipuedes
17157;264;0;7;3;28.58;Salsipuedes
17158;-6;0;2;2;7.41;Macumba
17159;47;0;;;12.83;Macumba
17160;-9;0;3;7;11.75;Salsipuedes
17161;-18;0;;;1.75;Salsipuedes
17162;-53;0;2;6;4.25;Salsipuedes
17163;210;1;4;6;7.91;Salsipuedes
17164;-5;1;5;6;1.91;Salsipuedes
17165;177;0;;;9.75;Salsipuedes
17166;-10;1;3;5;10.33;Salsipuedes
17167;-73;0;;;2.5;Salsipuedes
17168;74;1;3;5;2.58;Salsipuedes
17169;-102;0;3;6;15.25;Salsipuedes
17170;34;0;;;6.66;Salsipuedes
17171;58;0;4;7;15.41;Salsipuedes
17172;-20;0;;9;8.5;Salsipuedes
17173;183;0;7;3;8.33;Salsipuedes
17174;14;1;2;7;9.25;Salsipuedes
17175;866;1;;8;2;Salsipuedes
17176;-78;0;;;15.33;Salsipuedes
17177;431;0;3;8;11;Salsipuedes
17178;16;0;;;0.33;Losmochis
17179;58;0;5;6;5.16;Salsipuedes
17180;-2;0;5;9;4.5;Salsipuedes
17181;159;1;3;7;4.5;Salsipuedes
17182;32;1;2;3;7.08;Salsipuedes
17183;164;0;3;6;10.58;Macumba
17184;-89;0;2;6;4.83;Salsipuedes
17185;103;0;5;6;21.91;Salsipuedes
17186;7;0;;;15;Salsipuedes
17187;265;0;;;11.08;Salsipuedes
17188;322;0;;;4;Salsipuedes
17189;166;0;7;6;1.91;Losmochis
17190;-45;0;3;6;3.58;Salsipuedes
17191;13;0;3;9;4.66;Salsipuedes
17192;-81;0;5;6;15.25;Salsipuedes
17193;57;0;1;4;0.25;Salsipuedes
17194;198;0;6;3;10.66;Salsipuedes
17195;911;0;3;6;11.33;Salsipuedes
17196;-29;0;;;6.83;Losmochis
17197;550;0;4;9;25.08;Salsipuedes
17198;-148;0;5;6;30.83;Salsipuedes
17199;-33;0;3;6;4.5;Salsipuedes
17200;-33;0;4;1;2.5;Macumba
17201;116;0;3;1;4.33;Losmochis
17202;438;1;2;8;28.5;Salsipuedes
17203;741;0;7;7;11.66;Losmochis
